"Date Time","pH (pH)","Turbidity (NTU)","Temperature (C)","Actual Conductivity (µS/cm)","Specific Conductivity (µS/cm)","Salinity (psu)","Resistivity (Ω-cm)","Density (g/cm³)","Total Dissolved Solids (mg/L)","DO (mg/L)","% Saturation O₂ (% sat)","Partial Pressure O₂ (psi)","External Voltage (V)","Pressure (kPa)","Depth (m)","ORP (mV)"
"2022-03-22 03:00:00.000","8.098860740661621","10.21184253692627","20.46031951904297","252.8008575439453","276.8017578125","","","","","9.109589576721191","100.77204132080078","","15.696000099182129","8.032911009547405","1.0112178325653076","115.60579681396484"
"2022-03-22 04:00:00.000","8.077340126037598","10.241415977478027","20.37915802001953","252.40521240234375","276.83843994140625","","","","","9.055686950683594","99.9825439453125","","15.65999984741211","8.036007780916908","1.0123564004898071","116.65959930419922"
"2022-03-22 05:00:00.000","8.073981285095215","10.337183952331543","20.308515548706055","251.7140350341797","276.4895324707031","","","","","8.991966247558594","99.13987731933594","","15.687000274658203","8.141522293269752","1.023206114768982","118.65755462646484"
"2022-03-22 06:00:00.000","8.068733215332031","11.555107116699219","20.238494873046875","251.13111877441406","276.25506591796875","","","","","8.910797119140625","98.14984893798828","","15.668999671936035","8.166173386762898","1.0249106884002686","119.47533416748047"
"2022-03-22 07:00:00.000","8.056425094604492","11.803958892822266","20.16193199157715","251.0948028564453","276.66015625","","","","","8.824173927307129","97.1015625","","15.668999671936035","8.181080000137852","1.0265989303588867","121.00835418701172"
"2022-03-22 08:00:00.000","8.03841495513916","11.929898262023926","20.067298889160156","250.25958251953125","276.2901306152344","","","","","8.76040267944336","96.3120346069336","","15.678000450134277","8.188280031715788","1.0269041061401367","123.11837005615234"
"2022-03-22 09:00:00.000","8.01934814453125","11.898810386657715","19.958602905273438","249.22056579589844","275.775146484375","","","","","8.670066833496094","95.13886260986328","","15.678000450134277","8.143271315562364","1.0227019786834717","125.86971282958983"
"2022-03-22 10:00:00.000","7.999075889587402","12.10086441040039","19.85015296936035","248.0288543701172","275.08697509765625","","","","","8.600763320922852","94.166259765625","","15.668999671936035","8.157053448481093","1.0240018367767334","128.15853881835938"
"2022-03-22 11:00:00.000","7.9916672706604","12.27062702178955","19.771081924438477","247.33224487304688","274.7746276855469","","","","","8.523326873779297","93.13780212402344","","15.696000099182129","8.161978581334148","1.0245752334594727","130.71438598632812"
"2022-03-22 12:00:00.000","7.984662055969238","11.809210777282715","19.749866485595703","246.85792541503906","274.3711853027344","","","","","8.462536811828613","92.4149169921875","","15.668999671936035","8.177713170368415","1.0262724161148071","134.15713500976562"
"2022-03-22 13:00:00.000","7.971901893615723","11.82724666595459","19.788890838623047","246.52816772460938","273.77789306640625","","","","","8.455010414123535","92.47509002685547","","15.678000450134277","8.119297656699565","1.0208070278167725","136.72491455078125"
"2022-03-22 14:00:00.000","7.812433242797852","5.737392425537109","19.919546127319336","246.73548889160156","273.2508239746094","","","","","8.455733299255371","92.6816635131836","","15.668999671936035","8.248858555506906","1.0338692665100098","154.77557373046875"
"2022-03-22 15:00:00.000","7.930578231811523","6.305872440338135","20.12250328063965","247.69898986816406","273.1452331542969","","","","","8.47449779510498","93.39861297607422","","15.668999671936035","8.256499021311479","1.0344171524047852","145.4605712890625"
"2022-03-22 16:00:00.000","8.011209487915039","5.897629261016846","20.393224716186523","249.04180908203125","273.0689697265625","","","","","8.50214672088623","94.30692291259766","","15.678000450134277","8.2376081565145","1.0328059196472168","135.75454711914062"
"2022-03-22 17:00:00.000","8.028596878051758","6.284093379974365","20.74540138244629","250.58143615722656","272.7455139160156","","","","","8.592612266540527","96.03922271728516","","15.687000274658203","8.228041172406817","1.0318474769592285","131.4534912109375"
"2022-03-22 18:00:00.000","8.041105270385742","5.736271381378174","21.019956588745117","250.97128295898438","271.6194763183594","","","","","8.652057647705078","97.23571014404297","","15.687000274658203","8.167876636445351","1.0258007049560547","129.46743774414062"
"2022-03-22 19:00:00.000","8.048491477966309","7.418603897094727","21.31190299987793","250.48497009277344","269.4669494628906","","","","","8.710013389587402","98.4670181274414","","15.678000450134277","8.130785056095679","1.022059440612793","129.6629638671875"
"2022-03-22 20:00:00.000","8.067351341247559","6.450738906860352","21.516063690185547","250.287109375","268.1292724609375","","","","","8.734391212463379","99.15601348876953","","15.678000450134277","8.07209999261145","1.0161038637161255","131.46539306640625"
"2022-03-22 21:00:00.000","8.076849937438965","6.34654426574707","21.587764739990234","249.8525390625","267.2716064453125","","","","","8.79393196105957","99.98711395263672","","15.678000450134277","8.098526046209633","1.0188121795654297","132.44290161132812"
"2022-03-22 22:00:00.000","8.078226089477539","6.43677282333374","21.580968856811523","249.2224884033203","266.6346740722656","","","","","8.891276359558105","101.11409759521484","","15.704999923706055","8.078570205349637","1.016780138015747","133.8948974609375"
"2022-03-22 23:00:00.000","8.087885856628418","6.4068074226379395","21.555051803588867","248.9057159423828","266.4368591308594","","","","","8.894723892211914","101.12781524658203","","15.668999671936035","8.080910711482408","1.0167382955551147","135.86422729492188"
"2022-03-23 00:00:00.000","8.094711303710938","7.130228519439697","21.542692184448242","249.30136108398438","266.9278259277344","","","","","8.956562995910645","101.75470733642578","","15.678000450134277","8.107357108462882","1.0193594694137573","140.66357421875"
"2022-03-23 01:00:00.000","8.101778984069824","6.872419834136963","21.548542022705078","249.77488708496094","267.40283203125","","","","","8.952216148376465","101.73143768310547","","15.687000274658203","8.115444620093333","1.0202654600143433","142.05355834960938"
"2022-03-23 02:00:00.000","8.106582641601562","7.2115044593811035","21.541412353515625","249.9936981201172","267.6761169433594","","","","","8.967507362365723","101.94801330566406","","15.678000450134277","8.15806604033471","1.0246143341064453","143.61044311523438"
"2022-03-23 03:00:00.000","8.09704303741455","7.252686977386475","21.514732360839844","249.89022827148438","267.7113952636719","","","","","8.930787086486816","101.48799133300781","","15.668999671936035","8.13837262910629","1.0228726863861084","146.67889404296875"
"2022-03-23 04:00:00.000","8.088794708251953","6.946968078613281","21.481996536254883","249.7807159423828","267.7734375","","","","","8.860514640808105","100.6343994140625","","15.696000099182129","8.185419752165437","1.0276230573654175","148.46942138671875"
"2022-03-23 05:00:00.000","8.076370239257812","7.254352569580078","21.443431854248047","249.49266052246094","267.676025390625","","","","","8.761482238769531","99.47804260253906","","15.65999984741211","8.15873686336581","1.0271339416503906","154.19384765625"
"2022-03-23 06:00:00.000","8.061311721801758","7.195516109466553","21.400245666503906","249.46151733398438","267.8796691894531","","","","","8.664078712463379","98.30315399169922","","15.696000099182129","8.159026247978925","1.024847149848938","156.78067016601562"
"2022-03-23 07:00:00.000","8.040946960449219","7.60045051574707","21.347347259521484","249.34495544433594","268.0453186035156","","","","","8.520384788513184","96.63567352294922","","15.704999923706055","8.177969496985304","1.0268847942352295","159.87298583984375"
"2022-03-23 08:00:00.000","8.025655746459961","8.745155334472656","21.290037155151367","249.29283142089844","268.30499267578125","","","","","8.507880210876465","96.40869903564453","","15.704999923706055","8.173833687365203","1.026268482208252","161.9495849609375"
"2022-03-23 09:00:00.000","8.01172924041748","6.833194732666016","21.217687606811523","249.52157592773438","268.951171875","","","","","8.421950340270996","95.30009460449219","","15.678000450134277","8.121066513789913","1.0208678245544434","163.91656494140625"
"2022-03-23 10:00:00.000","7.998559951782227","8.167686462402344","21.148283004760742","249.39060974121094","269.1946716308594","","","","","8.324953079223633","94.06143188476562","","15.704999923706055","8.110210776413986","1.019820213317871","165.00851440429688"
"2022-03-23 11:00:00.000","7.97744607925415","8.395794868469238","21.101577758789062","249.5881805419922","269.6676025390625","","","","","8.246220588684082","93.07447814941406","","15.687000274658203","8.149570643889291","1.0236696004867554","166.77996826171875"
"2022-03-23 12:00:00.000","7.974295616149902","8.256312370300293","21.093427658081055","250.3988037109375","270.58892822265625","","","","","8.181925773620605","92.33601379394531","","15.687000274658203","8.115122686068553","1.0204191207885742","172.12054443359375"
"2022-03-23 13:00:00.000","7.969247817993164","8.464373588562012","21.21534538269043","251.395263671875","270.9838562011719","","","","","8.160157203674316","92.31527709960938","","15.704999923706055","8.007779812232151","1.00928795337677","174.24484252929688"
"2022-03-23 14:00:00.000","7.976371765136719","8.084991455078125","21.527067184448242","253.45989990234375","271.4671325683594","","","","","8.15948486328125","92.90446472167969","","15.678000450134277","8.049263528818813","1.0137715339660645","175.65866088867188"
"2022-03-23 15:00:00.000","7.979148864746094","7.874362945556641","21.727163314819336","254.594970703125","271.57122802734375","","","","","8.100419998168945","92.63175964355469","","15.696000099182129","8.016616977500089","1.0102035999298096","177.25607299804688"
"2022-03-23 16:00:00.000","7.981125831604004","8.096090316772461","21.942291259765625","255.85064697265625","271.7196960449219","","","","","8.177796363830566","94.00325775146484","","15.687000274658203","7.977388324840573","1.0065034627914429","178.59835815429688"
"2022-03-23 17:00:00.000","7.994237899780273","8.45492935180664","22.320785522460938","257.95489501953125","271.8671569824219","","","","","8.196882247924805","94.98002624511719","","15.678000450134277","7.955696684886452","1.0042470693588257","177.95941162109375"
"2022-03-23 18:00:00.000","8.008740425109863","8.772844314575195","22.651906967163086","259.87738037109375","272.07977294921875","","","","","8.196737289428711","95.64647674560547","","15.696000099182129","7.932833774696833","1.0017365217208862","177.39910888671875"
"2022-03-23 19:00:00.000","8.019536018371582","9.170519828796387","22.941728591918945","261.1430969238281","271.82952880859375","","","","","8.338115692138672","97.89179992675781","","15.687000274658203","7.920393287840308","1.0008225440979004","176.64572143554688"
"2022-03-23 20:00:00.000","8.044211387634277","9.65297794342041","23.068727493286133","261.6649169921875","271.68670654296875","","","","","8.417323112487793","99.12789154052734","","15.687000274658203","7.921964814122416","1.0007785558700562","175.71112060546875"
"2022-03-23 21:00:00.000","8.057760238647461","10.019282341003418","23.12281036376953","261.7772216796875","271.5121154785156","","","","","8.456668853759766","99.76416015625","","15.704999923706055","7.896952117009017","0.9985031485557556","177.69952392578125"
"2022-03-23 22:00:00.000","8.068102836608887","9.932518005371094","23.07771873474121","262.6131286621094","272.62261962890625","","","","","8.440153121948242","99.53463745117188","","15.687000274658203","7.912982702255643","0.9998666048049927","178.86776733398438"
"2022-03-23 23:00:00.000","8.075207710266113","9.678741455078125","23.013967514038086","263.5130615234375","273.903076171875","","","","","8.45351505279541","99.58642578125","","15.668999671936035","7.94053374489461","1.0029361248016357","180.54623413085938"
"2022-03-24 00:00:00.000","8.086133003234863","9.522931098937988","22.95859146118164","265.14178466796875","275.89935302734375","","","","","8.4846773147583","99.78543853759766","","15.678000450134277","7.951639197288179","1.0037986040115356","184.904541015625"
"2022-03-24 01:00:00.000","8.102477073669434","9.761378288269043","22.943042755126953","266.1149597167969","276.9975891113281","","","","","8.44068717956543","99.29324340820312","","15.678000450134277","7.938725218208791","1.0026888847351074","186.41848754882812"
"2022-03-24 02:00:00.000","8.114469528198242","9.736468315124512","22.947208404541016","266.1117248535156","276.9712829589844","","","","","8.496369361877441","100.00946807861328","","15.678000450134277","7.936233153877939","1.002488136291504","190.73388671875"
"2022-03-24 03:00:00.000","8.126762390136719","9.517346382141113","22.947782516479492","266.1504821777344","277.00848388671875","","","","","8.44267463684082","99.48539733886719","","15.678000450134277","7.912167441210265","0.999761700630188","192.60067749023438"
"2022-03-24 04:00:00.000","8.141742706298828","9.602620124816895","22.929622650146484","266.2178039550781","277.1786193847656","","","","","8.397049903869629","98.93204498291016","","15.668999671936035","7.892375873162282","0.9971831440925598","195.89801025390625"
"2022-03-24 05:00:00.000","8.134771347045898","9.570840835571289","22.90221405029297","266.34869384765625","277.46612548828125","","","","","8.282878875732422","97.49552917480469","","15.678000450134277","7.911141626158156","0.9998018741607666","198.83294677734375"
"2022-03-24 06:00:00.000","8.12623119354248","9.449470520019531","22.854185104370117","265.87213134765625","277.234619140625","","","","","8.19874095916748","96.50801086425781","","15.678000450134277","7.922846191160246","1.0010991096496582","202.33770751953125"
"2022-03-24 07:00:00.000","8.11414623260498","10.154858589172363","22.773954391479492","265.9007263183594","277.70819091796875","","","","","8.152955055236816","95.81348419189453","","15.668999671936035","7.90956399686136","0.9995653033256531","203.906494140625"
"2022-03-24 08:00:00.000","8.104493141174316","9.918656349182129","22.66706085205078","265.7387390136719","278.1320495605469","","","","","8.04212474822998","94.44078063964844","","15.668999671936035","7.924772709463362","1.000998854637146","208.016845703125"
"2022-03-24 09:00:00.000","8.094590187072754","9.433457374572754","22.52507972717285","266.06341552734375","279.2645263671875","","","","","8.016683578491211","93.89259338378906","","15.687000274658203","7.879836720901636","0.9965267777442932","210.97561645507812"
"2022-03-24 10:00:00.000","8.065528869628906","10.105644226074219","22.337976455688477","264.8645935058594","279.0529479980469","","","","","7.8806586265563965","91.97879028320312","","15.704999923706055","7.89533481811675","0.9981921911239624","216.27090454101562"
"2022-03-24 11:00:00.000","8.048137664794922","10.3490629196167","22.207958221435547","265.19036865234375","280.12908935546875","","","","","7.858087539672852","91.33146667480469","","15.678000450134277","7.872965234947729","0.9958345890045166","217.9302978515625"
"2022-03-24 12:00:00.000","8.03638744354248","9.52682876586914","22.14226722717285","264.92584228515625","280.2210693359375","","","","","7.834841728210449","90.85672760009766","","15.678000450134277","7.85041866435276","0.9932986497879028","222.2838134765625"
"2022-03-24 13:00:00.000","8.009716987609863","10.773415565490723","22.062164306640625","265.0287170410156","280.7842712402344","","","","","7.830600261688232","90.5802001953125","","15.704999923706055","7.8734255039721","0.9958575963973999","227.79367065429688"
"2022-03-24 14:00:00.000","8.005656242370605","10.281538963317871","21.9851016998291","264.68658447265625","280.8597717285156","","","","","7.757406234741211","89.55823516845703","","15.678000450134277","7.884787791567114","0.99699866771698","228.63052368164062"
"2022-03-24 15:00:00.000","8.013175964355469","10.01500415802002","21.98771858215332","265.1901550292969","281.3791809082031","","","","","7.78468132019043","89.8525619506836","","15.678000450134277","7.909616381070764","0.9995806813240051","231.3985595703125"
"2022-03-24 16:00:00.000","8.034429550170898","11.909396171569824","22.198511123657227","266.8823547363281","281.97015380859375","","","","","7.869019031524658","91.2718734741211","","15.687000274658203","7.862648597202558","0.9945535659790039","228.70919799804688"
"2022-03-24 17:00:00.000","8.050511360168457","9.532097816467285","22.476770401000977","268.9231262207031","282.5397644042969","","","","","7.862101078033447","91.70872497558594","","15.668999671936035","7.869848628780491","0.995609700679779","225.70034790039062"
"2022-03-24 18:00:00.000","8.073036193847656","9.637301445007324","22.795921325683594","269.5976257324219","281.4459228515625","","","","","8.05207347869873","94.50932312011719","","15.687000274658203","7.861570397941045","0.9945552349090576","224.29129028320312"
"2022-03-24 19:00:00.000","8.082022666931152","10.018664360046387","22.95223045349121","270.1005554199219","281.0948486328125","","","","","8.129902839660645","95.70195770263672","","15.704999923706055","7.837445180880165","0.9921191930770874","222.5126953125"
"2022-03-24 20:00:00.000","8.1013822555542","11.048514366149902","22.91666603088379","269.32421875","280.4851989746094","","","","","8.194306373596191","96.42752075195312","","15.687000274658203","7.840239853022621","0.9925496578216553","222.01202392578125"
"2022-03-24 21:00:00.000","8.101278305053711","10.545042991638184","22.711994171142578","268.02191162109375","280.26995849609375","","","","","8.218873977661133","96.33463287353516","","15.696000099182129","7.8230318945258075","0.9908669590950012","226.42514038085938"
"2022-03-24 22:00:00.000","8.097768783569336","10.831631660461426","22.49688148498535","268.0689697265625","281.5287170410156","","","","","8.243431091308594","96.22423553466797","","15.678000450134277","7.900436938395754","0.9987344145774841","231.9278564453125"
"2022-03-24 23:00:00.000","8.108659744262695","10.457253456115723","22.358253479003906","268.7353515625","283.01556396484375","","","","","8.26365852355957","96.22346496582031","","15.678000450134277","7.854212196565785","0.9939867854118347","235.87127685546875"
"2022-03-25 00:00:00.000","8.09710693359375","10.9252347946167","22.245468139648438","269.1243896484375","284.0697326660156","","","","","8.310229301452637","96.56127166748047","","15.678000450134277","7.857973687951701","0.9941641688346863","241.321533203125"
"2022-03-25 01:00:00.000","8.12785816192627","10.605755805969238","22.142717361450195","268.5574035644531","284.0596923828125","","","","","8.399955749511719","97.42562103271484","","15.696000099182129","7.846900784969799","0.9930095672607422","241.37875366210938"
"2022-03-25 02:00:00.000","8.134928703308105","11.825221061706543","22.0252742767334","267.9818420410156","284.1250305175781","","","","","8.411949157714844","97.39659881591797","","15.687000274658203","7.772066636037089","0.9852551221847534","246.78369140625"
"2022-03-25 03:00:00.000","8.149921417236328","11.413424491882324","21.87929344177246","266.6008605957031","283.49896240234375","","","","","8.422065734863281","97.31394958496094","","15.687000274658203","7.784415069088742","0.9865764379501343","243.62942504882812"
"2022-03-25 04:00:00.000","8.150773048400879","11.403690338134766","21.736974716186523","265.60211181640625","283.25567626953125","","","","","8.36416244506836","96.44561004638672","","15.687000274658203","7.778503790779049","0.9859552383422852","246.33071899414062"
"2022-03-25 05:00:00.000","8.133157730102539","12.486523628234863","21.551897048950195","265.00592041015625","283.6893615722656","","","","","8.28541088104248","95.2366943359375","","15.678000450134277","7.756167265606253","0.9837708473205566","249.56365966796875"
